region,version,F,p_value,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high,alpha,test,sample_size,std_F,std_p,std_p_low,std_p_high,proba_significant,significant,study,analysis,r,std_r,metric
Right-Caudate,FreeSurfer6,0.449,0.5034285714285714,0.1434684675759418,63.97455352951436,445.9136882859004,198,hc & pd,0.1395601784295526,0.1474881543371065,0.0035714285714285718,F,315,0.1922691585634731,0.09132908759704625,0.08884115078531285,0.09388793784843527,7.46786977950277e-29,False,cross-sectional,ANCOVA,,,subcortical volume
Right-Caudate,FreeSurfer7,0.57,0.451,0.1434684675759418,63.97455352951436,445.9136882859004,198,hc & pd,0.1395601784295526,0.1474881543371065,0.0035714285714285718,F,315,0.21663263537607408,0.08595936414960642,0.08361770639293878,0.08836776596715151,4.997864843857458e-28,False,cross-sectional,ANCOVA,,,subcortical volume
Right-Hippocampus,FreeSurfer5,15.21,0.00014285714285714287,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842979,0.1287927776880071,0.0035714285714285718,F,315,0.9772044389314639,5.8091283339602835e-05,5.65087925246381e-05,5.9718879748239847e-05,1.0,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Hippocampus,FreeSurfer6,17.531,7.142857142857143e-05,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842979,0.1287927776880071,0.0035714285714285718,F,315,1.0491175906029035,1.9214539882000748e-05,1.869110794645061e-05,1.9752891151032477e-05,1.0,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Hippocampus,FreeSurfer7,17.345,7.142857142857143e-05,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842979,0.1287927776880071,0.0035714285714285718,F,315,1.043537297894079,2.0989890005629293e-05,2.0418094957707126e-05,2.1577982876484462e-05,1.0,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Pallidum,FreeSurfer5,5.205,0.02342857142857143,0.2169901555772219,52.62570708312095,242.52578161036732,198,hc & pd,0.2110790290123071,0.2230697664521001,0.0035714285714285718,F,315,0.9901030395846835,0.012986594701158795,0.012632821025474774,0.013350451956170085,0.009106146061421823,False,cross-sectional,ANCOVA,,,subcortical volume
Right-Pallidum,FreeSurfer6,10.142,0.0016428571428571427,0.2169901555772219,52.62570708312095,242.52578161036732,198,hc & pd,0.2110790290123071,0.2230697664521001,0.0035714285714285718,F,315,1.3820756961844662,0.0011580546572083359,0.001126507568679652,0.0011905009295700402,0.9312226017077598,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Pallidum,FreeSurfer7,21.056,0.0,0.2169901555772219,52.62570708312095,242.52578161036732,198,hc & pd,0.2110790290123071,0.2230697664521001,0.0035714285714285718,F,315,1.991397524064487,6.293145736772268e-06,6.121711319194387e-06,6.469466534168343e-06,0.0,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Putamen,FreeSurfer5,1.161,0.28235714285714286,0.1687009195816769,92.81020202751692,550.1463907704584,198,hc & pd,0.1641052618449833,0.1734275669383848,0.0035714285714285718,F,315,0.36354950315357976,0.07520818928473709,0.07315940912511394,0.07731536564137444,8.576256542355687e-17,False,cross-sectional,ANCOVA,,,subcortical volume
Right-Putamen,FreeSurfer6,0.821,0.36592857142857144,0.1687009195816769,92.81020202751692,550.1463907704584,198,hc & pd,0.1641052618449833,0.1734275669383848,0.0035714285714285718,F,315,0.3057166022301341,0.08914506747970338,0.08671662654371415,0.0916427260497415,5.746994681008603e-19,False,cross-sectional,ANCOVA,,,subcortical volume
Right-Putamen,FreeSurfer7,1.503,0.22142857142857145,0.1687009195816769,92.81020202751692,550.1463907704584,198,hc & pd,0.1641052618449833,0.1734275669383848,0.0035714285714285718,F,315,0.4136441968762924,0.06339853283814076,0.061671464849091875,0.06517482729107926,8.580598016718666e-15,False,cross-sectional,ANCOVA,,,subcortical volume
Right-Thalamus,FreeSurfer5,13.594,0.00028571428571428574,0.1501798666558923,128.73277899781544,857.1906598690841,198,hc & pd,0.1460887492642138,0.1543875927994131,0.0035714285714285718,F,315,1.107427599420092,0.0001511395756021855,0.00014702231434682834,0.00015537419078558498,0.9999999999999998,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Thalamus,FreeSurfer6,13.801,0.00028571428571428574,0.1501798666558923,128.73277899781544,857.1906598690841,198,hc & pd,0.1460887492642138,0.1543875927994131,0.0035714285714285718,F,315,1.115827313531148,0.00013682823813901827,0.00013310083847361645,0.00014066187954255355,1.0,True,cross-sectional,ANCOVA,,,subcortical volume
Right-Thalamus,FreeSurfer7,15.178,0.00014285714285714287,0.1501798666558923,128.73277899781544,857.1906598690841,198,hc & pd,0.1460887492642138,0.1543875927994131,0.0035714285714285718,F,315,1.1701700660499004,7.07098710290133e-05,6.878363158312955e-05,7.269101390494546e-05,1.0,True,cross-sectional,ANCOVA,,,subcortical volume
Left-Accumbens-area,FreeSurfer5,0.363,0.5476428571428571,0.5442618871361837,0.081005684064671,0.1488358563758883,390,hc & pd,0.5336622148101993,0.5550760815649441,0.0035714285714285718,F,125,0.6558299281046011,0.361008156190264,0.3539774082120078,0.3681811963822791,0.03438724154968299,False,longitudinal,ANCOVA,,,subcortical volume
Left-Accumbens-area,FreeSurfer6,1.811,0.17978571428571427,0.5442618871361837,0.081005684064671,0.1488358563758883,390,hc & pd,0.5336622148101993,0.5550760815649441,0.0035714285714285718,F,125,1.4648634533497673,0.1751074793197178,0.1716972057979312,0.17858677186628508,0.04896283842882891,False,longitudinal,ANCOVA,,,subcortical volume
Left-Accumbens-area,FreeSurfer7,0.504,0.47835714285714287,0.5442618871361837,0.081005684064671,0.1488358563758883,390,hc & pd,0.5336622148101993,0.5550760815649441,0.0035714285714285718,F,125,0.7727752193275251,0.33632467324855353,0.32977464390452477,0.3430072657534906,0.02796057525382301,False,longitudinal,ANCOVA,,,subcortical volume
Left-Amygdala,FreeSurfer5,0.07,0.7920714285714286,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,hc & pd,0.5811045038890064,0.6044220520899539,0.0035714285714285718,F,125,0.3135990410785504,0.4555473676205255,0.44667543861011855,0.464598851697208,0.20792857142294022,False,longitudinal,ANCOVA,,,subcortical volume
Left-Amygdala,FreeSurfer6,1.621,0.20428571428571426,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,hc & pd,0.5811045038890064,0.6044220520899539,0.0035714285714285718,F,125,1.5090972004787273,0.2095625157668723,0.20548121951696238,0.21372641157520778,0.07224400963372522,False,longitudinal,ANCOVA,,,subcortical volume
Left-Amygdala,FreeSurfer7,0.107,0.7435,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,hc & pd,0.5811045038890064,0.6044220520899539,0.0035714285714285718,F,125,0.3877194561332116,0.4471359578274349,0.43842784368210236,0.45602031166209167,0.2564999999943688,False,longitudinal,ANCOVA,,,subcortical volume
Left-Caudate,FreeSurfer5,5.461,0.020285714285714285,0.452558734995989,0.0168429187216333,0.0372170890078667,390,hc & pd,0.4437450105508319,0.4615508365308442,0.0035714285714285718,F,125,2.1151493379713955,0.024379720172806197,0.023904917414540896,0.02486413225511232,0.25293245142160514,False,longitudinal,ANCOVA,,,subcortical volume
Left-Caudate,FreeSurfer6,3.084,0.08042857142857142,0.452558734995989,0.0168429187216333,0.0372170890078667,390,hc & pd,0.4437450105508319,0.4615508365308442,0.0035714285714285718,F,125,1.5895058555257828,0.07761230200791375,0.07610077788838011,0.07915441719880757,0.0511490549621733,False,longitudinal,ANCOVA,,,subcortical volume
Left-Caudate,FreeSurfer7,1.879,0.17178571428571426,0.452558734995989,0.0168429187216333,0.0372170890078667,390,hc & pd,0.4437450105508319,0.4615508365308442,0.0035714285714285718,F,125,1.2407044431276582,0.1407685556005594,0.13802704347480824,0.14356555198355123,0.013880900922153857,False,longitudinal,ANCOVA,,,subcortical volume
Left-Hippocampus,FreeSurfer5,0.222,0.6383571428571428,0.610305954456862,0.0232723144368352,0.0381322093728322,390,hc & pd,0.5984200530392945,0.6224324094016581,0.0035714285714285718,F,125,0.5751141990460722,0.4345604108138651,0.4260972094225106,0.4431948952131139,0.1651718607515647,False,longitudinal,ANCOVA,,,subcortical volume
Left-Hippocampus,FreeSurfer6,0.221,0.6386428571428572,0.610305954456862,0.0232723144368352,0.0381322093728322,390,hc & pd,0.5984200530392945,0.6224324094016581,0.0035714285714285718,F,125,0.5738174348276838,0.4347791187896975,0.4263116579913669,0.4434179488001855,0.16592548734486143,False,longitudinal,ANCOVA,,,subcortical volume
Left-Hippocampus,FreeSurfer7,0.903,0.7607142857142858,0.610305954456862,0.0232723144368352,0.0381322093728322,390,hc & pd,0.5984200530392945,0.6224324094016581,0.0035714285714285718,F,125,1.1599024826511712,0.3087798275615549,0.30276624279586745,0.3149151186224449,0.005662362287385921,False,longitudinal,ANCOVA,,,subcortical volume
Left-Pallidum,FreeSurfer5,0.085,0.7705000000000001,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,hc & pd,0.5469462047907104,0.5688931083307469,0.0035714285714285718,F,125,0.3252561676177302,0.42554186320893966,0.4172543008834979,0.43399715386052806,0.22949999999436854,False,longitudinal,ANCOVA,,,subcortical volume
Left-Pallidum,FreeSurfer6,6.372,0.012285714285714285,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,hc & pd,0.5469462047907104,0.5688931083307469,0.0035714285714285718,F,125,2.816138184238109,0.0193893049287192,0.01901169208510372,0.019774560112470887,0.4669494686951116,False,longitudinal,ANCOVA,,,subcortical volume
Left-Pallidum,FreeSurfer7,2.997,0.08478571428571428,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,hc & pd,0.5469462047907104,0.5688931083307469,0.0035714285714285718,F,125,1.9313431747830738,0.09984530818901843,0.09790078924491365,0.1018291813961559,0.12225645525117498,False,longitudinal,ANCOVA,,,subcortical volume
Left-Putamen,FreeSurfer5,0.529,0.4677142857142857,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,hc & pd,0.581856800237998,0.6052045352749822,0.0035714285714285718,F,125,0.8632079170694621,0.36212495780276943,0.3550724597600214,0.3693201882492584,0.061084855193847744,False,longitudinal,ANCOVA,,,subcortical volume
Left-Putamen,FreeSurfer6,2.095,0.14921428571428572,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,hc & pd,0.581856800237998,0.6052045352749822,0.0035714285714285718,F,125,1.7178276646804689,0.16582685386072477,0.16259732345391753,0.16912174531196247,0.09458239421370083,False,longitudinal,ANCOVA,,,subcortical volume
Left-Putamen,FreeSurfer7,0.546,0.46071428571428574,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,hc & pd,0.581856800237998,0.6052045352749822,0.0035714285714285718,F,125,0.8769683103882087,0.359048514495429,0.3520559311587407,0.36618261764849364,0.06011227795305436,False,longitudinal,ANCOVA,,,subcortical volume
Left-Thalamus,FreeSurfer5,0.792,0.37435714285714283,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,hc & pd,0.510288184682594,0.5307641391160552,0.0035714285714285718,F,125,0.926295529468484,0.27835006037065757,0.2729291049416975,0.28388072813051907,0.017017253403154495,False,longitudinal,ANCOVA,,,subcortical volume
Left-Thalamus,FreeSurfer6,0.257,0.6129285714285714,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,hc & pd,0.510288184682594,0.5307641391160552,0.0035714285714285718,F,125,0.5276592294429336,0.3640931262137987,0.3570022974689891,0.371327463120557,0.029619979251092388,False,longitudinal,ANCOVA,,,subcortical volume
Left-Thalamus,FreeSurfer7,0.276,0.6000714285714286,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,hc & pd,0.510288184682594,0.5307641391160552,0.0035714285714285718,F,125,0.5468163835357527,0.36063023231829694,0.35360684452693186,0.36779576336383796,0.027408056789630836,False,longitudinal,ANCOVA,,,subcortical volume
Right-Accumbens-area,FreeSurfer5,1.379,0.2415,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,hc & pd,0.5258258094279692,0.5469252305726741,0.0035714285714285718,F,125,1.2594922417517098,0.21391432428791682,0.20974827519119044,0.21816468821863166,0.03196078063297298,False,longitudinal,ANCOVA,,,subcortical volume
Right-Accumbens-area,FreeSurfer6,2.096,0.149,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,hc & pd,0.5258258094279692,0.5469252305726741,0.0035714285714285718,F,125,1.5527766894768302,0.14978399171369172,0.14686690111931422,0.1527601200206558,0.055834143781101395,False,longitudinal,ANCOVA,,,subcortical volume
Right-Accumbens-area,FreeSurfer7,4.185,0.041928571428571426,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,hc & pd,0.5258258094279692,0.5469252305726741,0.0035714285714285718,F,125,2.1941236303794383,0.05364536297143327,0.05260060256702999,0.05471126782181156,0.2021182824445445,False,longitudinal,ANCOVA,,,subcortical volume
Right-Amygdala,FreeSurfer5,0.289,0.5916428571428571,0.580230428886389,0.0363417528233613,0.0626333108608427,390,hc & pd,0.5689302578379939,0.5917592991228794,0.0035714285714285718,F,125,0.6238489058258974,0.3994535703985747,0.3916740858236975,0.4073905005376344,0.07949119669959233,False,longitudinal,ANCOVA,,,subcortical volume
Right-Amygdala,FreeSurfer6,1.014,0.3151428571428571,0.580230428886389,0.0363417528233613,0.0626333108608427,390,hc & pd,0.5689302578379939,0.5917592991228794,0.0035714285714285718,F,125,1.168555849780681,0.27770928412171025,0.2723008080127864,0.28322721999807005,0.04710760239615345,False,longitudinal,ANCOVA,,,subcortical volume
Right-Amygdala,FreeSurfer7,0.502,0.47935714285714287,0.580230428886389,0.0363417528233613,0.0626333108608427,390,hc & pd,0.5689302578379939,0.5917592991228794,0.0035714285714285718,F,125,0.8222092434509668,0.35891147906501,0.3519215645366542,0.3660428593969049,0.05146839888158257,False,longitudinal,ANCOVA,,,subcortical volume
Right-Caudate,FreeSurfer5,12.644,0.0004285714285714286,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,hc & pd,0.500972258531533,0.5210743997255338,0.0035714285714285718,F,125,3.6335185816012383,0.0009433936459399064,0.0009250207564215986,0.0009621383762823757,0.9804134054156198,True,longitudinal,ANCOVA,,,subcortical volume
Right-Caudate,FreeSurfer6,4.884,0.028142857142857143,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,hc & pd,0.500972258531533,0.5210743997255338,0.0035714285714285718,F,125,2.2582549431538608,0.036385159341977384,0.03567654686024909,0.03710811311982866,0.2472825962376389,False,longitudinal,ANCOVA,,,subcortical volume
Right-Caudate,FreeSurfer7,1.236,0.2675,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,hc & pd,0.500972258531533,0.5210743997255338,0.0035714285714285718,F,125,1.1360419726482291,0.21887032897612924,0.2146077601212079,0.22321916608594206,0.019225087331456243,False,longitudinal,ANCOVA,,,subcortical volume
Right-Hippocampus,FreeSurfer5,3.33,0.06935714285714285,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,hc & pd,0.6179386536221283,0.6427342183521081,0.0035714285714285718,F,125,2.30005882578484,0.09577636242668904,0.09391108748774477,0.09767938784412465,0.21383439592819478,False,longitudinal,ANCOVA,,,subcortical volume
Right-Hippocampus,FreeSurfer6,1.575,0.2107857142857143,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,hc & pd,0.6179386536221283,0.6427342183521081,0.0035714285714285718,F,125,1.5818201587073406,0.22800562269387264,0.22356514110558096,0.2325359732345585,0.09949398313695798,False,longitudinal,ANCOVA,,,subcortical volume
Right-Hippocampus,FreeSurfer7,0.018,0.8937142857142858,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,hc & pd,0.6179386536221283,0.6427342183521081,0.0035714285714285718,F,125,0.16910368803929285,0.4972835009810863,0.4875987475781735,0.5071642598453912,0.10628571428008296,False,longitudinal,ANCOVA,,,subcortical volume
Right-Pallidum,FreeSurfer5,0.178,0.6658571428571428,0.572812572781918,0.0389047542958497,0.0679188204736938,390,hc & pd,0.5616568668263893,0.5841940541601137,0.0035714285714285718,F,125,0.48333977841511505,0.41699573613447416,0.40887461233575384,0.4252812197832565,0.11995429038143392,False,longitudinal,ANCOVA,,,subcortical volume
Right-Pallidum,FreeSurfer6,1.569,0.21171428571428572,0.572812572781918,0.0389047542958497,0.0679188204736938,390,hc & pd,0.5616568668263893,0.5841940541601137,0.0035714285714285718,F,125,1.4350069659895255,0.20785868173422023,0.20381056819078094,0.2119887232658942,0.05707032859937822,False,longitudinal,ANCOVA,,,subcortical volume
Right-Pallidum,FreeSurfer7,0.132,0.7240714285714286,0.572812572781918,0.0389047542958497,0.0679188204736938,390,hc & pd,0.5616568668263893,0.5841940541601137,0.0035714285714285718,F,125,0.41622628531552064,0.42676512621217355,0.41845374045299666,0.4352447224494867,0.18633857693939604,False,longitudinal,ANCOVA,,,subcortical volume
Right-Putamen,FreeSurfer5,2.143,0.14464285714285713,0.6574161173265474,0.0317093910138104,0.048233364193686,390,hc & pd,0.644612730592729,0.6704786261690803,0.0035714285714285718,F,125,1.9247814667439909,0.1793939431536872,0.17590018939352436,0.1829584054584316,0.15201893099323838,False,longitudinal,ANCOVA,,,subcortical volume
Right-Putamen,FreeSurfer6,0.152,0.6971428571428572,0.6574161173265474,0.0317093910138104,0.048233364193686,390,hc & pd,0.644612730592729,0.6704786261690803,0.0035714285714285718,F,125,0.5126159755635726,0.4848903307049393,0.47544693821138306,0.4945248438626778,0.30285714285151144,False,longitudinal,ANCOVA,,,subcortical volume
Right-Putamen,FreeSurfer7,1.272,0.2606428571428571,0.6574161173265474,0.0317093910138104,0.048233364193686,390,hc & pd,0.644612730592729,0.6704786261690803,0.0035714285714285718,F,125,1.4829069425691506,0.27661184343269907,0.27122474032816096,0.28210797374584473,0.11396378234238151,False,longitudinal,ANCOVA,,,subcortical volume
Right-Thalamus,FreeSurfer5,0.616,0.4333571428571429,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,hc & pd,0.4819769208200747,0.5013168502264952,0.0035714285714285718,F,125,0.7715926169865894,0.2871517179955561,0.2815593475016164,0.2928572700144494,0.008848616658519435,False,longitudinal,ANCOVA,,,subcortical volume
Right-Thalamus,FreeSurfer6,0.207,0.6492857142857142,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,hc & pd,0.4819769208200747,0.5013168502264952,0.0035714285714285718,F,125,0.4472835025232664,0.3526535311710567,0.3457854921564505,0.35966056940432267,0.019765020907309503,False,longitudinal,ANCOVA,,,subcortical volume
