metric,region,pd_mean,pd_sd,control_mean,control_sd,univariate_F,p_value,adjusted_F,adjusted_p_value,hemisphere,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high,test,sample_size,alpha,std_p,std_p_low,std_p_high,proba_significant,significant,version,univariate_p_value,study
cortical thickness,rh-parahippocampal,2.67,0.29,2.91,0.21,2.0,0.006,8.3,,rh,0.1593007639693068,0.0296399923296067,0.1860630896617519,198,hc & pd,0.1549611801056736,0.163764038602333,F,55,0.05,0.0024895746314487995,0.0024217550075578097,0.0025593273119928293,0.9999999999999992,True,adjusted,0.001,cross-sectional
cortical thickness,rh-precentral,2.28,0.22,2.41,0.1,5.5,0.05,4.1,,rh,0.1867640449233004,0.0271037228968972,0.1451228094145645,198,hc & pd,0.181676321453172,0.191996783318881,F,55,0.05,0.019836198790548296,0.019295831964662453,0.020391967643575114,0.5502713282561839,True,adjusted,0.02,cross-sectional
cortical thickness,rh-superiortemporal,2.85,0.13,2.92,0.09,4.6,0.07,3.01,,rh,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,F,55,0.05,0.02038844845644459,0.019833037548665437,0.020959690191480727,0.16149420889528027,False,adjusted,0.02,cross-sectional
cortical thickness,rh-transversetemporal,2.25,0.25,2.39,0.17,4.3,0.08,3.1,,rh,0.1934608292885966,0.036090339253221,0.1865511451901357,198,hc & pd,0.1881906756992035,0.1988811975927584,F,55,0.05,0.03310822473614319,0.03220630867347952,0.0340358480313951,0.18445266682797884,False,adjusted,0.04,cross-sectional
cortical volume,lh-inferiorparietal,9.96,0.13,10.03,0.11,3.7,0.05,3.1,0.08,lh,0.0916726387815729,156.10730204368966,1702.8778064919054,198,hc & pd,0.0891753431372792,0.0942411146194866,F,55,0.05,0.011771647421208063,0.011450970671614451,0.012101464391414985,0.5297234863295127,True,univariate,,cross-sectional
cortical volume,lh-rostralmiddlefrontal,9.98,0.07,10.04,0.15,4.9,0.03,4.0,0.04,lh,0.1556296671667517,313.0644899317948,2011.599045549312,198,hc & pd,0.1513900893046544,0.1599900853361554,F,55,0.05,0.011353016560246237,0.011043743922496055,0.011671104368233369,0.9449312337016625,True,univariate,,cross-sectional
cortical volume,lh-superiorparietal,10.05,0.05,10.01,0.17,1.93,0.05,1.2,0.2,lh,0.1306042692151913,224.3119423018032,1717.4931849449235,198,hc & pd,0.1270464194906472,0.1342635280111214,F,55,0.05,0.03948556013477974,0.03840991620603859,0.04059186304588407,0.6013540748621039,True,univariate,,cross-sectional
cortical volume,lh-frontalpole,9.44,0.25,9.64,0.19,8.8,0.004,5.9,0.01,lh,0.3591808000050567,56.61336750232563,157.6180227382104,198,hc & pd,0.3493961940496882,0.3692442957058148,F,55,0.05,0.00450779740640372,0.004384998466851072,0.004634096473109383,0.9999764504393146,True,univariate,,cross-sectional
cortical volume,lh-insula,9.69,0.07,9.7,0.21,5.7,0.02,3.3,0.07,lh,0.2065107121011975,154.73237218105652,749.2704402918926,198,hc & pd,0.2008850607761703,0.2122967108610466,F,55,0.05,0.01040049366701018,0.010117169134430577,0.010691893773313867,0.9876346991064981,True,univariate,,cross-sectional
cortical volume,rh-entorhinal,8.67,0.21,8.87,0.18,11.5,0.001,10.6,0.002,rh,0.3389892195252126,123.55064292637805,364.4677641944565,198,hc & pd,0.3297546615083993,0.3484869893203889,F,55,0.05,0.0013409534292226383,0.0013044239128641392,0.001378524143107425,0.9999999999999363,True,univariate,,cross-sectional
cortical volume,rh-insula,9.42,0.1,9.52,0.21,3.7,0.05,2.8,0.09,rh,0.2778051048648454,206.1979497364716,742.2395993651328,198,hc & pd,0.2702372908740807,0.285588623578587,F,55,0.05,0.03567284404316765,0.03470106403080398,0.036672322614007685,0.5913368698565139,True,univariate,,cross-sectional
cortical volume,lh-inferiorparietal,9.96,0.13,10.03,0.11,3.7,0.08,3.1,,lh,0.0916726387815729,156.10730204368966,1702.8778064919054,198,hc & pd,0.0891753431372792,0.0942411146194866,F,55,0.05,0.01568854190327041,0.01526116326684098,0.016128102074617266,0.016549207720336075,False,adjusted,0.05,cross-sectional
cortical volume,lh-rostralmiddlefrontal,9.98,0.07,10.04,0.15,4.9,0.04,4.0,,lh,0.1556296671667517,313.0644899317948,2011.599045549312,198,hc & pd,0.1513900893046544,0.1599900853361554,F,55,0.05,0.01733051181825321,0.016858403539792673,0.017816076556603572,0.7487892325974881,True,adjusted,0.03,cross-sectional
cortical volume,lh-superiorparietal,10.05,0.05,10.01,0.17,1.93,0.2,1.2,,lh,0.1306042692151913,224.3119423018032,1717.4931849449235,198,hc & pd,0.1270464194906472,0.1342635280111214,F,55,0.05,0.056665241009195455,0.055121597655672205,0.058252882690684064,0.0001581011960645315,False,adjusted,0.05,cross-sectional
cortical volume,lh-frontalpole,9.44,0.25,9.64,0.19,8.8,0.01,5.9,,lh,0.3591808000050567,56.61336750232563,157.6180227382104,198,hc & pd,0.3493961940496882,0.3692442957058148,F,55,0.05,0.016502139629724293,0.016052597411167373,0.016964495109790884,0.9635731497835672,True,adjusted,0.004,cross-sectional
cortical volume,lh-insula,9.69,0.07,9.7,0.21,5.7,0.07,3.3,,lh,0.2065107121011975,154.73237218105652,749.2704402918926,198,hc & pd,0.2008850607761703,0.2122967108610466,F,55,0.05,0.03210376935364871,0.031229216112486972,0.0330032499073532,0.29638019237824864,False,adjusted,0.02,cross-sectional
cortical volume,rh-entorhinal,8.67,0.21,8.87,0.18,11.5,0.002,10.6,,rh,0.3389892195252126,123.55064292637805,364.4677641944565,198,hc & pd,0.3297546615083993,0.3484869893203889,F,55,0.05,0.001959674167995582,0.0019062898013076036,0.0020145801444960863,0.9999999999966134,True,adjusted,0.001,cross-sectional
cortical volume,rh-insula,9.42,0.1,9.52,0.21,3.7,0.09,2.8,,rh,0.2778051048648454,206.1979497364716,742.2395993651328,198,hc & pd,0.2702372908740807,0.285588623578587,F,55,0.05,0.05494864076114572,0.05345176008817173,0.05648818688959833,0.2595781469839327,False,adjusted,0.05,cross-sectional
cortical area,lh-frontalpole,23.2,2.96,25.15,3.51,4.69,0.03,7.6,0.008,lh,0.3773811419886781,13.101480073212343,34.71683827170517,198,hc & pd,0.3671007323195249,0.3879545732519772,F,55,0.05,0.030367269647802425,0.029540021177282886,0.03121809710723266,0.8067274591034516,True,univariate,,cross-sectional
cortical area,rh-frontalpole,28.01,3.43,30.05,3.1,4.62,0.03,3.47,0.06,rh,0.3955354638838704,16.524254030090777,41.77692151251023,198,hc & pd,0.3847605041548897,0.4066175413229669,F,55,0.05,0.032888773312333405,0.03199283542475119,0.03381024803711606,0.8025003385383374,True,univariate,,cross-sectional
cortical area,lh-frontalpole,23.2,2.96,25.15,3.51,4.69,0.008,7.6,,lh,0.3773811419886781,13.101480073212343,34.71683827170517,198,hc & pd,0.3671007323195249,0.3879545732519772,F,55,0.05,0.008041914383951,0.007822840971973905,0.008267232025728112,0.9980883495226378,True,adjusted,0.03,cross-sectional
cortical area,rh-frontalpole,28.01,3.43,30.05,3.1,4.62,0.06,3.47,,rh,0.3955354638838704,16.524254030090777,41.77692151251023,198,hc & pd,0.3847605041548897,0.4066175413229669,F,55,0.05,0.056682012699534864,0.05513791246084078,0.05827012428875136,0.5529455229303651,False,adjusted,0.03,cross-sectional
subcortical volume,Left-Lateral-Ventricle,75.47,31.86,153.88,145.9,5.0,0.02,4.01,0.05,,0.0103724130284974,83.87571746265817,8086.4228248736445,198,hc & pd,0.0100898534532396,0.0106630263739693,F,55,0.05,0.000722210967154998,0.0007025368929000314,0.0007424458097827232,1.0,True,univariate,,cross-sectional
subcortical volume,Right-Lateral-Ventricle,71.53,27.21,132.92,115.21,4.39,0.03,4.4,0.04,,0.0116987617184588,88.17159316282225,7536.831271954305,198,hc & pd,0.011380070481123,0.0120265365835302,F,55,0.05,0.0010836821763848005,0.001054161102105127,0.0011140446871951845,1.0,True,univariate,,cross-sectional
subcortical volume,Right-Hippocampus,42.63,28.8,40.41,49.18,5.9,0.03,6.1,0.01,,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842979,0.1287927776880071,F,55,0.05,0.005755962720141392,0.005599161947077847,0.005917232771566885,0.998586314343453,True,univariate,,cross-sectional
subcortical volume,Left-Hippocampus,41.54,38.6,39.16,44.0,3.8,0.05,6.5,0.01,,0.160584483739935,70.34512782932454,438.0568171408625,198,hc & pd,0.1562099294878162,0.1650837255192911,F,55,0.05,0.019662494718484334,0.019126859843465467,0.02021339674627329,0.5498263708227278,True,univariate,,cross-sectional
subcortical volume,Left-Amygdala,15.89,22.0,14.57,20.03,4.9,0.03,9.8,0.003,,0.2324591275684218,52.01604232997413,223.7642499740681,198,hc & pd,0.2261266037699512,0.2389721467243841,F,55,0.05,0.016957642928304727,0.01649569213922311,0.017432760659268028,0.8777106387468869,True,univariate,,cross-sectional
subcortical volume,Brain-Stem,25.84,4.66,32.08,9.43,7.0,0.01,5.4,0.02,,0.0823789739494527,213.08390010964297,2586.6296931592037,198,hc & pd,0.0801348512149089,0.0846870607128919,F,55,0.05,0.002296533163861064,0.0022339722695384825,0.0023608772257397576,1.0,True,univariate,,cross-sectional
subcortical volume,Left-Lateral-Ventricle,75.47,31.86,153.88,145.9,5.0,0.05,4.01,,,0.0103724130284974,83.87571746265817,8086.4228248736445,198,hc & pd,0.0100898534532396,0.0106630263739693,F,55,0.05,0.0011495868788866273,0.0011182704649212647,0.0011817959017886243,0.5028965998649803,True,adjusted,0.02,cross-sectional
subcortical volume,Right-Lateral-Ventricle,71.53,27.21,132.92,115.21,4.39,0.04,4.4,,,0.0116987617184588,88.17159316282225,7536.831271954305,198,hc & pd,0.011380070481123,0.0120265365835302,F,55,0.05,0.0010785962446962767,0.0010492137185725385,0.001108816258325071,1.0,True,adjusted,0.03,cross-sectional
subcortical volume,Right-Hippocampus,42.63,28.8,40.41,49.18,5.9,0.01,6.1,,,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842979,0.1287927776880071,F,55,0.05,0.005252534914533601,0.005109448245076872,0.005399699970487999,0.9999931817809458,True,adjusted,0.03,cross-sectional
subcortical volume,Left-Hippocampus,41.54,38.6,39.16,44.0,3.8,0.01,6.5,,,0.160584483739935,70.34512782932454,438.0568171408625,198,hc & pd,0.1562099294878162,0.1650837255192911,F,55,0.05,0.005611585811942588,0.005458718075265622,0.005768810723998368,0.9999783940191265,True,adjusted,0.05,cross-sectional
subcortical volume,Left-Amygdala,15.89,22.0,14.57,20.03,4.9,0.003,9.8,,,0.2324591275684218,52.01604232997413,223.7642499740681,198,hc & pd,0.2261266037699512,0.2389721467243841,F,55,0.05,0.0018913692586668665,0.0018398456167798502,0.0019443614742944062,0.9999999999999999,True,adjusted,0.03,cross-sectional
subcortical volume,Brain-Stem,25.84,4.66,32.08,9.43,7.0,0.02,5.4,,,0.0823789739494527,213.08390010964297,2586.6296931592037,198,hc & pd,0.0801348512149089,0.0846870607128919,F,55,0.05,0.004764415289814072,0.00463462570691346,0.004897904253547642,0.9999983106469519,True,adjusted,0.01,cross-sectional
