Paper,Region,Method,Mean_pval,Std_pval,P_cross
Hanganu_2014_replication,Right-Pallidum,PD-MCI p-val,0.84,0.1661736363611123,2.5639269175955623e-05
Hanganu_2014_replication,Right-Hippocampus,PD-MCI p-val,0.92,0.10044368978647093,6.933585998388025e-09
Hanganu_2014_replication,Right-Amygdala,PD-MCI p-val,0.48,0.08409770485236216,2.4597403539008937e-13
Hanganu_2014_replication,Left-Thalamus,PD-MCI p-val,0.71,0.10510743938383581,1.0249691398730299e-13
Hanganu_2014_replication,Left-Caudate,PD-MCI p-val,0.42,0.03485093312667897,8.112354713759775e-55
Hanganu_2014_replication,Left-Putamen,PD-MCI p-val,0.63,0.08289383931736834,8.360761682639635e-20
Hanganu_2014_replication,Left-Pallidum,PD-MCI p-val,0.97,0.16659608135059184,0.026120134262510274
Hanganu_2014_replication,Left-Hippocampus,PD-MCI p-val,0.82,0.11506042272229076,9.593754703813766e-11
Hanganu_2014_replication,Left-Amygdala,PD-MCI p-val,0.36,0.06355485681446664,5.848059521302983e-13
Hanganu_2014_replication,Right-Thalamus,PD-MCI p-val (exact),0.81,0.11555303323057543,7.351636723040371e-11
Hanganu_2014_replication,Right-Caudate,PD-MCI p-val (exact),0.61,0.08281997848538299,3.387478491977911e-19
Hanganu_2014_replication,Right-Putamen,PD-MCI p-val (exact),0.7,0.11101933737245552,2.3805626842000975e-12
Hanganu_2014_replication,Right-Pallidum,PD-MCI p-val (exact),0.84,0.14153931981546553,4.739163964309634e-07
Hanganu_2014_replication,Right-Hippocampus,PD-MCI p-val (exact),0.92,0.08641844758387748,1.0631924563398546e-11
Hanganu_2014_replication,Right-Amygdala,PD-MCI p-val (exact),0.48,0.08543967148208301,5.843619058861463e-13
Hanganu_2014_replication,Left-Thalamus,PD-MCI p-val (exact),0.71,0.10450623768392561,7.318125836011654e-14
Hanganu_2014_replication,Left-Caudate,PD-MCI p-val (exact),0.42,0.03512093981511198,5.286899631711115e-54
Hanganu_2014_replication,Left-Putamen,PD-MCI p-val (exact),0.63,0.08278396063688696,7.461945555752299e-20
Hanganu_2014_replication,Left-Pallidum,PD-MCI p-val (exact),0.97,0.10271606490457402,0.0002006409747147546
Hanganu_2014_replication,Left-Hippocampus,PD-MCI p-val (exact),0.82,0.11124708779796609,1.9689162573662918e-11
Hanganu_2014_replication,Left-Amygdala,PD-MCI p-val (exact),0.36,0.06660887206541193,6.360675109795551e-12
Hanganu_2014_replication,Right-Thalamus,PD-non-MCI p-val,0.8,0.12812388502330926,3.88972589623883e-09
Hanganu_2014_replication,Right-Caudate,PD-non-MCI p-val,0.31,0.10870191521211166,0.0004472712771192909
Hanganu_2014_replication,Right-Putamen,PD-non-MCI p-val,0.73,0.1341973094791478,8.177769017885724e-09
Hanganu_2014_replication,Right-Pallidum,PD-non-MCI p-val,0.22,0.16441534687415557,0.1365401822855803
Hanganu_2014_replication,Right-Hippocampus,PD-non-MCI p-val,0.85,0.10184887429163277,1.7713227943765788e-12
Hanganu_2014_replication,Right-Amygdala,PD-non-MCI p-val,0.33,0.14941055640433126,0.006509077440912273
Hanganu_2014_replication,Left-Thalamus,PD-non-MCI p-val,0.07,0.11241570826958332,0.6502170299894555
Hanganu_2014_replication,Left-Caudate,PD-non-MCI p-val,0.12,0.07318496502976635,0.16286374988589436
Hanganu_2014_replication,Left-Putamen,PD-non-MCI p-val,0.5,0.10746040200824097,3.411612381337097e-09
Hanganu_2014_replication,Left-Pallidum,PD-non-MCI p-val,0.61,0.16525758602791268,1.343950773046827e-05
Hanganu_2014_replication,Left-Hippocampus,PD-non-MCI p-val,0.81,0.12198121290690309,7.785765054623722e-10
Hanganu_2014_replication,Left-Amygdala,PD-non-MCI p-val,0.22,0.1668974342214588,0.14287309682493973
Hanganu_2014_replication,Right-Thalamus,PD-non-MCI p-val (exact),0.8,0.11464302574726357,3.408744158204298e-11
Hanganu_2014_replication,Right-Caudate,PD-non-MCI p-val (exact),0.31,0.0528638155565635,3.8816184303032307e-13
Hanganu_2014_replication,Right-Putamen,PD-non-MCI p-val (exact),0.73,0.11983323341998992,8.1185641921206e-11
Hanganu_2014_replication,Right-Pallidum,PD-non-MCI p-val (exact),0.22,0.06117715407916974,6.183341294029517e-05
Hanganu_2014_replication,Right-Hippocampus,PD-non-MCI p-val (exact),0.85,0.09102261066473176,2.1546653740927938e-15
Hanganu_2014_replication,Right-Amygdala,PD-non-MCI p-val (exact),0.33,0.07727899202881192,9.026520196516442e-08
Hanganu_2014_replication,Left-Thalamus,PD-non-MCI p-val (exact),0.07,0.011216812310286714,0.02740488094316142
Hanganu_2014_replication,Left-Caudate,PD-non-MCI p-val (exact),0.12,0.012956078617432724,3.782526600092514e-12
Hanganu_2014_replication,Left-Putamen,PD-non-MCI p-val (exact),0.5,0.07729624263851677,1.2798367405808294e-16
Hanganu_2014_replication,Left-Pallidum,PD-non-MCI p-val (exact),0.61,0.13329364906641844,4.348162508186815e-08
Hanganu_2014_replication,Left-Hippocampus,PD-non-MCI p-val (exact),0.81,0.11009033309860444,7.125729261742678e-12
Hanganu_2014_replication,Left-Amygdala,PD-non-MCI p-val (exact),0.22,0.05835533162526667,2.7047780295521336e-05
Hanganu_2014_replication,Thalamus,MCI_vs_nonMCI p-val,0.01,0.004080776203642891,1.6142350456327392e-08
Hanganu_2014_replication,Caudate,MCI_vs_nonMCI p-val,0.63,0.06916214106304537,6.633467693190855e-28
Hanganu_2014_replication,Putamen,MCI_vs_nonMCI p-val,0.21,0.04178181017733855,4.499960513877908e-08
Hanganu_2014_replication,Pallidum,MCI_vs_nonMCI p-val,0.55,0.10646956541714137,1.0966433308192806e-10
Hanganu_2014_replication,Hippocampus,MCI_vs_nonMCI p-val,0.43,0.06049899600072416,4.334563052671664e-20
Hanganu_2014_replication,Amygdala,MCI_vs_nonMCI p-val,0.57,0.10952223157498359,1.2457163179970928e-10
Hanganu_2014_replication,Thalamus,MCI_vs_nonMCI p-val (exact),0.01,0.004062497948576845,1.4081109833696814e-08
Hanganu_2014_replication,Caudate,MCI_vs_nonMCI p-val (exact),0.63,0.06918831498240927,6.948235727691519e-28
Hanganu_2014_replication,Putamen,MCI_vs_nonMCI p-val (exact),0.21,0.042420841052966875,7.107235658078444e-08
Hanganu_2014_replication,Pallidum,MCI_vs_nonMCI p-val (exact),0.55,0.10627986507066921,1.0139002923065335e-10
Hanganu_2014_replication,Hippocampus,MCI_vs_nonMCI p-val (exact),0.43,0.060799463707116676,6.62078338576333e-20
Hanganu_2014_replication,Amygdala,MCI_vs_nonMCI p-val (exact),0.57,0.10915109923908799,1.0732087907705975e-10
Hanganu_2014_replication,Thalamus,MCI_vs_HC p-val,0.07,0.018177592838540535,0.12900873161631124
Hanganu_2014_replication,Caudate,MCI_vs_HC p-val,0.65,0.06950546836445759,1.9413478024915872e-28
Hanganu_2014_replication,Putamen,MCI_vs_HC p-val,0.76,0.09200969144003128,1.6081076400820475e-17
Hanganu_2014_replication,Pallidum,MCI_vs_HC p-val,0.9,0.1283352527921535,1.3708248588762025e-06
Hanganu_2014_replication,Hippocampus,MCI_vs_HC p-val,0.51,0.0672708347703744,3.268999075714358e-22
Hanganu_2014_replication,Amygdala,MCI_vs_HC p-val,0.58,0.11080227145140588,1.2458340995350344e-10
Hanganu_2014_replication,Thalamus,MCI_vs_HC p-val (exact),0.07,0.018600554421181623,0.1353716002375059
Hanganu_2014_replication,Caudate,MCI_vs_HC p-val (exact),0.65,0.06952371980520503,2.006160622950589e-28
Hanganu_2014_replication,Putamen,MCI_vs_HC p-val (exact),0.76,0.09076821394248494,5.655868285445201e-18
Hanganu_2014_replication,Pallidum,MCI_vs_HC p-val (exact),0.9,0.09100948911095094,2.700640460737073e-12
Hanganu_2014_replication,Hippocampus,MCI_vs_HC p-val (exact),0.51,0.0674455356539029,4.1903835323598376e-22
Hanganu_2014_replication,Amygdala,MCI_vs_HC p-val (exact),0.58,0.11033892563777142,1.0360654020112837e-10
Hanganu_2014_replication,Thalamus,nonMCI_vs_HC p-val,0.1,0.02508080530978571,0.009627430445309563
Hanganu_2014_replication,Caudate,nonMCI_vs_HC p-val,0.83,0.07625137298705742,9.596519257128514e-23
Hanganu_2014_replication,Putamen,nonMCI_vs_HC p-val,0.13,0.029437354894887285,0.0002906772352232866
Hanganu_2014_replication,Pallidum,nonMCI_vs_HC p-val,0.46,0.0965356342107969,9.939482381565224e-10
Hanganu_2014_replication,Hippocampus,nonMCI_vs_HC p-val,0.95,0.08478803440230316,1.1091339374387723e-08
Hanganu_2014_replication,Amygdala,nonMCI_vs_HC p-val,0.93,0.1293725454204976,3.1918099747100636e-05
Hanganu_2014_replication,Thalamus,nonMCI_vs_HC p-val (exact),0.1,0.025659278110419566,0.01119618923612255
Hanganu_2014_replication,Caudate,nonMCI_vs_HC p-val (exact),0.83,0.07405165122334714,4.716671633373665e-24
Hanganu_2014_replication,Putamen,nonMCI_vs_HC p-val (exact),0.13,0.02999885297117836,0.000372524411311772
Hanganu_2014_replication,Pallidum,nonMCI_vs_HC p-val (exact),0.46,0.09682354062571205,1.1165061747382006e-09
Hanganu_2014_replication,Hippocampus,nonMCI_vs_HC p-val (exact),0.95,0.059668907151347865,1.5093140904207793e-16
Hanganu_2014_replication,Amygdala,nonMCI_vs_HC p-val (exact),0.93,0.0840684320060788,3.165897467950975e-11
